,Country,Status,Non-fossil,Fossil,Non-fossil share,Fossil share
1,Mayotte,Construction,0.0,0.0,0.0,0.0
2,Mayotte,Operating,14.468018372703412,0.0,1.0,0.0
0,Mexico,Announced,1044.8436363636363,7657.5,0.12006462626891105,0.879935373731089
3,Mexico,Pre-construction,17844.191545454545,912.0,0.9513760563923747,0.048623943607625286
1,Mexico,Construction,5549.7425454545455,5974.0,0.4815920282463791,0.518407971753621
2,Mexico,Operating,36209.12045454545,57261.3,0.38738587328976337,0.6126141267102366
0,Micronesia,Announced,0.0,0.0,0.0,0.0
3,Micronesia,Pre-construction,2.421765486725664,0.0,1.0,0.0
1,Micronesia,Construction,0.0,0.0,0.0,0.0
2,Micronesia,Operating,2.001,0.0,1.0,0.0
0,Moldova,Announced,0.0,0.0,0.0,0.0
3,Moldova,Pre-construction,0.0,0.0,0.0,0.0
1,Moldova,Construction,0.0,0.0,0.0,0.0
2,Moldova,Operating,72.8,1168.0,0.05867182462927144,0.9413281753707285
0,Mongolia,Announced,460.31778516517767,920.0,0.333486817392629,0.666513182607371
3,Mongolia,Pre-construction,0.0,2080.0,0.0,1.0
1,Mongolia,Construction,90.0,530.0,0.14516129032258066,0.8548387096774194
2,Mongolia,Operating,262.4,1145.0,0.18644308654256073,0.8135569134574392
0,Montenegro,Announced,3207.5880927252165,450.0,0.8769681034080818,0.12303189659191816
3,Montenegro,Pre-construction,408.50297776102525,440.0,0.48143965132444966,0.5185603486755503
1,Montenegro,Construction,0.0,0.0,0.0,0.0
2,Montenegro,Operating,770.2,0.0,1.0,0.0
0,Montserrat,Announced,0.0,0.0,0.0,0.0
3,Montserrat,Pre-construction,2.0,0.0,1.0,0.0
1,Montserrat,Construction,0.0,0.0,0.0,0.0
2,Montserrat,Operating,0.0,0.0,0.0,0.0
0,Morocco,Announced,39734.944444444445,3250.0,0.9243921321289496,0.07560786787105046
3,Morocco,Pre-construction,21632.44277777778,990.0,0.956238147678177,0.04376185232182289
1,Morocco,Construction,1985.9344444444446,457.0,0.8129298962404503,0.18707010375954963
2,Morocco,Operating,3551.16,5993.0,0.37207674640827476,0.6279232535917252
0,Mozambique,Announced,11622.142782152232,200.0,0.9830825930894747,0.016917406910525387
3,Mozambique,Pre-construction,3998.5246719160104,2624.0,0.6037764855557977,0.3962235144442024
1,Mozambique,Construction,120.0,500.0,0.1935483870967742,0.8064516129032258
2,Mozambique,Operating,2270.301,657.6,0.7754022420840049,0.22459775791599512
0,Myanmar,Announced,12590.09,1390.0,0.900572886154524,0.09942711384547596
3,Myanmar,Pre-construction,10437.65625,1450.0,0.8780247367936804,0.12197526320631959
1,Myanmar,Construction,1894.0,0.0,1.0,0.0
2,Myanmar,Operating,3564.25625,2190.7,0.6193368107707162,0.3806631892292839
0,Namibia,Announced,7793.133202099738,0.0,1.0,0.0
3,Namibia,Pre-construction,10268.363569553805,475.0,0.9557866587196092,0.04421334128039081
1,Namibia,Construction,232.72643307086614,0.0,1.0,0.0
2,Namibia,Operating,541.74,120.0,0.8186598966361411,0.18134010336385892
0,Nauru,Announced,0.0,0.0,0.0,0.0
3,Nauru,Pre-construction,0.0,0.0,0.0,0.0
1,Nauru,Construction,5.616902654867257,0.0,1.0,0.0
2,Nauru,Operating,0.0,0.0,0.0,0.0
0,Nepal,Announced,23833.0,0.0,1.0,0.0
3,Nepal,Pre-construction,17249.0,0.0,1.0,0.0
1,Nepal,Construction,4949.0,0.0,1.0,0.0
2,Nepal,Operating,2657.85,0.0,1.0,0.0
0,Netherlands,Announced,1321.8600000000001,0.0,1.0,0.0
3,Netherlands,Pre-construction,22701.550151079136,500.0,0.9784497157843247,0.021550284215675317
1,Netherlands,Construction,562.8274748201438,0.0,1.0,0.0
2,Netherlands,Operating,17517.232517985613,18485.5,0.4865528612094835,0.5134471387905165
0,New Caledonia,Announced,0.0,0.0,0.0,0.0
3,New Caledonia,Pre-construction,121.6995575221239,0.0,1.0,0.0
1,New Caledonia,Construction,0.0,0.0,0.0,0.0
2,New Caledonia,Operating,205.1,623.0,0.24767540152155534,0.7523245984784446
0,New Zealand,Announced,7692.35303030303,0.0,1.0,0.0
3,New Zealand,Pre-construction,4230.653333333334,360.0,0.9215797896595691,0.07842021034043084
1,New Zealand,Construction,471.1711515151515,0.0,1.0,0.0
2,New Zealand,Operating,7712.386060606061,2173.0,0.7801805628351174,0.21981943716488256
0,Nicaragua,Announced,323.377,150.0,0.6831278241232676,0.3168721758767325
3,Nicaragua,Pre-construction,586.86614,0.0,1.0,0.0
1,Nicaragua,Construction,58.6593,0.0,1.0,0.0
2,Nicaragua,Operating,651.09589,448.0,0.5923922525085595,0.4076077474914404
0,Niger,Announced,507.33700787401574,400.0,0.5591494708925835,0.4408505291074165
3,Niger,Pre-construction,9.044619422572179,200.0,0.04326645405921202,0.9567335459407881
1,Niger,Construction,0.0,0.0,0.0,0.0
2,Niger,Operating,38.9,219.0,0.1508336564559907,0.8491663435440093
0,Nigeria,Announced,3791.787060367454,15901.0,0.19254699950514279,0.8074530004948572
3,Nigeria,Pre-construction,6280.185564304462,1450.0,0.8124236490912148,0.18757635090878527
1,Nigeria,Construction,182.0,1852.7,0.08944807588342261,0.9105519241165774
2,Nigeria,Operating,2792.518,11352.5,0.1974206042014227,0.8025793957985773
0,Norfolk Island,Announced,0.0,0.0,0.0,0.0
3,Norfolk Island,Pre-construction,0.0,0.0,0.0,0.0
1,Norfolk Island,Construction,0.0,0.0,0.0,0.0
2,Norfolk Island,Operating,2.4,0.0,1.0,0.0
0,North Korea,Announced,2265.8892582588824,0.0,1.0,0.0
3,North Korea,Pre-construction,0.0,0.0,0.0,0.0
1,North Korea,Construction,580.0,0.0,1.0,0.0
2,North Korea,Operating,3232.0,3250.0,0.4986115396482567,0.5013884603517433
0,North Macedonia,Announced,594.4010177157934,0.0,1.0,0.0
3,North Macedonia,Pre-construction,1372.1387108933282,105.0,0.9289166283263275,0.07108337167367255
1,North Macedonia,Construction,88.20297776102525,0.0,1.0,0.0
2,North Macedonia,Operating,707.1802879758764,1242.0,0.36280907022215314,0.6371909297778469
