Country,Status,Non-fossil (GW),Fossil (GW),Non-fossil share (%),Fossil share (%)
Indonesia,Announced,12.98122246105919,21.597,37.54161300708328,62.458386992916715
Indonesia,Pre-construction,14.95180031152648,6.595,69.3922071739255,30.607792826074505
Indonesia,Construction,4.911,6.19,44.239257724529324,55.76074227547069
Indonesia,Operating,12.09576015576324,86.156,12.310985713220047,87.68901428677995
Iran,Announced,2.676032223415682,0.963,73.53692023380586,26.463079766194138
Iran,Pre-construction,6.357,3.96,61.61674905495784,38.383250945042164
Iran,Construction,2.135,11.283,15.91146221493516,84.08853778506484
Iran,Operating,14.605254135338345,77.3901,15.87607795264522,84.12392204735478
Iraq,Announced,1.2088607142857142,0.4749,71.79527969914287,28.20472030085714
Iraq,Pre-construction,6.415839285714285,31.389,16.97094712458864,83.02905287541135
Iraq,Construction,2.0612999999999997,14.743,12.266503216438647,87.73349678356135
Iraq,Operating,3.40775,44.2393,7.1520692256918315,92.84793077430817
Ireland,Announced,11.919769969135803,1.185,90.95749102967166,9.042508970328345
Ireland,Pre-construction,44.100601265432104,3.8866,91.90075708207692,8.099242917923071
Ireland,Construction,0.794769074074074,1.3582,36.91502509927504,63.08497490072496
Ireland,Operating,5.788911395061729,6.7525,46.15837255239992,53.84162744760008
Israel,Announced,0.32175,0.0,100.0,0.0
Israel,Pre-construction,0.7419121428571428,3.25,18.5853825511834,81.4146174488166
Israel,Construction,0.156,8.5665,1.7884780739466897,98.21152192605331
Israel,Operating,3.599267285714286,16.618,17.8029366424688,82.19706335753119
Italy,Announced,16.691969931899642,0.385,97.74550168129754,2.254498318702448
Italy,Pre-construction,41.01125335125448,3.2956,92.56187304958615,7.438126950413845
Italy,Construction,0.9728230788530465,1.75,35.72847190875271,64.27152809124728
Italy,Operating,34.27143770250896,50.175,40.58363932797456,59.416360672025434
Jamaica,Announced,0.0,0.0,0.0,0.0
Jamaica,Pre-construction,0.09776188888888887,0.0,100.0,0.0
Jamaica,Construction,0.0,0.0,0.0,0.0
Jamaica,Operating,0.17004,0.714,19.234423781729333,80.76557621827067
Japan,Announced,33.943286206896545,9.5557,78.03236159447552,21.967638405524475
Japan,Pre-construction,10.204065850574713,7.119800000000001,58.90178288488765,41.09821711511235
Japan,Construction,8.846594999999999,1.16,88.40764515801828,11.592354841981715
Japan,Operating,98.9887348505747,152.10139999999998,39.423585840791205,60.57641415920879
Jordan,Announced,1.183857142857143,0.0,100.0,0.0
Jordan,Pre-construction,0.9372214285714285,1.3,41.89220685097267,58.107793149027344
Jordan,Construction,0.0,0.0,0.0,0.0
Jordan,Operating,2.3363192857142856,4.5228,34.06150539735057,65.93849460264943
Kazakhstan,Announced,47.520952580645165,3.415,93.29550184696528,6.704498153034728
Kazakhstan,Pre-construction,2.506741935483871,10.221,19.695103406326034,80.30489659367396
Kazakhstan,Construction,0.077,3.2695,2.300911399970118,97.69908860002988
Kazakhstan,Operating,5.12952064516129,18.4508,21.753396496810883,78.24660350318912
Kenya,Announced,3.5699105440414507,0.0,100.0,0.0
Kenya,Pre-construction,6.985363406735751,0.0,100.0,0.0
Kenya,Construction,0.3078,0.0,100.0,0.0
Kenya,Operating,2.5771834196891192,0.5651,82.01626255419353,17.983737445806465
Kiribati,Announced,0.008426206896551724,0.0,100.0,0.0
Kiribati,Pre-construction,0.0,0.0,0.0,0.0
Kiribati,Construction,0.007021839080459769,0.0,100.0,0.0
Kiribati,Operating,0.0041406130268199235,0.0,100.0,0.0
Kosovo,Announced,0.22668710612097068,0.5,31.194595887495268,68.80540411250475
Kosovo,Pre-construction,0.3846677145961608,0.0,100.0,0.0
