Country,Parent,Capacity (GW),Type
VTRM Energia Participações SA,0.5741999999999999,,
Atlas Brasil Comercializadora de Energia Ltda,0.5474597050000001,,
Rio Alto Energias Renovaveis SA,0.53546,,
Scatec ASA,0.5185,,
Engie Brasil Energia SA,0.48422000000000004,,
Global Infrastructure Partners,0.4459763,,
SPIC Brasil,0.378,,
Newave energia,0.37504650000000006,,
Essentia Energia,0.360876,,
Powerchina International Group Limited do Brasil,0.3421075,,
Nebras Power QPSC,0.333036,,
NEWEN Soluções em Energia,0.3148145,,
Enel Green Power Brasil Participações Ltda,2.9004000000000003,,
AES Corp,2.0453,,
EDF Renewables,1.856332,,
Casa dos Ventos,1.7987,,
Engie Brasil Energia SA,1.6809,,
Omega Geração SA,1.5907,,
Iberdrola Neoenergia,1.5531,,
CPFL Renováveis,1.2046,,
Echoenergia,1.2042,,
Voltalia Energia do Brasil Ltda,1.013468,,
CGN Brasil Energia,0.9768,,
Companhia Paranaense de Energia,0.9289,,
CGT Eletrosul,0.8677999999999999,,
Rio Energy International Inc,0.8282999999999999,,
ENGIE SA,0.828,,
produção independente de energia elétrica (PIE),0.72,,
unknown,0.6864,,
PEC Energia,0.6050180000000001,,
Ibitu Energia,0.5322,,
Brennand Energia,0.495,,
unknown,0.0038,,
Zhejiang HENGYI Group Co Ltd,0.09262000000000001,,
Damai Holding Ltd,0.066,,
Hangzhou Wanyong Industrial Investment Co Ltd,0.04157999999999999,,
unknown,0.01958,,
Department of Electrical Services (Brunei),0.11,,
Darussalam Assets Sdn Bhd,0.102,,
unknown,0.0052,,
Bulgarian Energy Holding EAD,1.72458,,
AES Corp,0.69,,
Stoket Ltd,0.40320000000000006,,
Toplofikacia Pleven AD,0.23,,
Ultimate Energy Investment Group LLC,0.2,,
Newbury Management Ltd,0.13860000000000003,,
Solvay NV,0.127716,,
Bingham Management Ltd,0.105,,
Cowlan Corp Ltd,0.063,,
Toplofikacia Sliven EAD,0.03,,
small shareholder(s),0.025200000000000004,,
Natsionalna Elektricheska Kompania (NEK),2.63,,
Akuo Energy SAS,0.031,,
Bulgarian Energy Holding EAD,2.08,,
Toplofikacia Sofia EAD,0.242,,
LUKOIL PJSC,0.216,,
SIGDA OOD,0.21,,
EVN AG,0.05,,
Toplofikacia Pleven AD,0.043,,
unknown,2.199893,,
Sunterra Re,0.46894,,
Huasun Energy,0.14025,,
Electrohold,0.10787999999999999,,
Enery Development GmbH,0.1051875,,
Renalfa IPP,0.08525999999999999,,
Haeron Solar,0.07047,,
Enery BG 1,0.0522,,
Solaris Holding,0.0522,,
BCI JSC,0.04437000000000001,,
Korea South-East Power Co Ltd,0.018269999999999998,,
SDN Co Ltd,0.018269999999999998,,
Helios Power JSC,0.003654,,
AES Corp,0.156,,
MET Group,0.102,,
Renalfa IPP,0.072,,
Energie Versorgung Niederosterreich AG,0.056,,
ERG SpA,0.04,,
Mitsubishi Heavy Industries Ltd,0.035,,
"GEK TERNA Holdings, Real Estate, Construction SA",0.03,,
Enertrag Ltd,0.024,,
Italgen,0.018,,
Inwind Sp Ltd,0.016,,
Lukerg Renew GmbH,0.014,,
Stream Invest Holding AG,0.013,,
KI-KELAG International GmbH,0.01,,
Long Man Wind Energy,0.01,,
Alerion Energie Rinnovabili,0.0061200000000000004,,
European Energy A/S,0.00588,,
Société Nationale d'électricité du Burkina,0.1449,,
IAMGOLD Corp,0.057,,
Cegelec,0.04675,,
Africa REN,0.039585,,
GreenYellow,0.026360999999999996,,
Urbasolar SAS,0.0261,,
AMEA Power,0.023142,,
unknown,0.020300000000000002,,
Qair SAS,0.006525,,
Stoa Infra & Energy,0.006525,,
Africa Energy Corp,0.001044,,
Société Sucrière du Moso SARL,0.002,,
Government of Burundi,0.035,,
Interpetrol Energy SA,0.03,,
unknown,0.014,,
Aguas de Ponta Preta (APP),0.004675,,
unknown,0.0041375000000000006,,
Direcção Geral da Energia de Cabo Verde,0.0041140000000000005,,
Cabeólica SA,0.0257,,
unknown,0.013,,
BE C&I Solutions Holding Pte Ltd,0.0045,,
Heineken NV,0.0045,,
Cambodia International Investment Development Group Co Ltd,0.5858333333333333,,
China Huadian Corp Ltd,0.35,,
HNG Capital Sdn Bhd,0.25,,
Inner Mongolia Erdos Hongjun Investment Co Ltd,0.2025,,
Hongdou Group Co Ltd,0.03333333333333333,,
unknown,0.03333333333333333,,
China Huadian Group Co Ltd,0.338,,
China National Heavy Machinery CORP (CHMC),0.246,,
Hydro Lancang International Energy,0.204,,
Sinohydro Corp Ltd,0.194,,
Royal Group,0.156,,
China Datang Corp Ltd,0.12,,
Electricity Vietnam International,0.04,,
Electricite du Cambodge,0.8005,,
SchneiTec Renewable Co Ltd,0.1935,,
unknown,0.066675,,
Prime Road Power PCL (PRIME ROAD),0.06,,
Total Eren SA,0.06,,
Trina Solar Co Ltd,0.04,,
B.Grimm Solar Power,0.03393,,
JinkoSolar Co Ltd,0.0261,,
Green Sustainable Ventures (Cambodia) Company LTD (GSV),0.0187,,
Actis Group,0.34272,,
unknown,0.29208,,
Government of Cameroon,0.247,,
EDF Energy Ltd,0.168,,
International Finance Corp,0.084,,
Republic of Cameroon,0.0768,,
Africa50 Infrastructure Fund,0.063,,
Stoa Infra & Energy,0.042,,
ENEO Cameroon SA,0.036,,
Eneo employees,0.033600000000000005,,
State of Cameroon,0.0198,,
British International Investment PLC,0.152,,
Norwegian Investment Fund for developing countries,0.152,,
Actis LLP,0.030600000000000002,,
Government of Cameroon,0.0264,,
natural person(s),0.003,,
Scatec ASA,0.033472999999999996,,
EB Solaire,0.028050000000000002,,
ENEO Cameroon SA,0.00935,,
unknown,0.0011,,
unknown,0.1,,
unknown,0.3326,,
Ontario Power Generation Inc,0.205,,
Resolute Forest Products Inc,0.125,,
Domtar Paper Company LLC,0.113,,
Atlantic Power Corp,0.101,,
Zellstoff Celgar Ltd,0.1,,
Canfor Pulp Ltd,0.095,,
Alberta-Pacific Forest Industries Inc,0.082,,
Kruger Specialty Papers Holding LP,0.076,,
DOMTAR Corp,0.073,,
Canadian Forest Products Ltd,0.06,,
Nova Scotia Power Inc,0.06,,
Nanaimo Forest Products Ltd,0.055,,
Mercer Peace River Pulp Ltd,0.0465,,
Eastern Power Ltd,0.045,,
PF Résolu Canada Inc,0.043,,
BioNorth Energy LP,0.04,,
Conifex Timber Inc,0.036,,
TC Energy Corp,0.032,,
Emera Energy Inc,0.03,,
Saskatchewan Power Corp,1.333,,
Emera Inc,1.2578,,
New Brunswick Power Holding Corp,0.49,,
DEEP Earth Energy Production Corp. (DEEP),0.005,,
FutEra Power Corp,0.005,,
Hydro Quebec,36.791,,
BC Hydro,13.1,,
Ontario Power Generation Inc,7.19375,,
Manitoba Hydro-Electric Board,5.92225,,
Newfoundland and Labrador Hydro,5.469,,
Rio Tinto Group,4.028,,
Nalcor Energy,1.789,,
Brookfield Renewable Partners LP,1.028,,
Saskatchewan Power Corp,0.841,,
NB Power,0.839,,
TransAlta Corp,0.7495,,
FortisBC Inc,0.3915,,
Columbia Power,0.39,,
Innergex Renewable Energy,0.28716,,
Columbia Basin Trust,0.2225,,
Nova Scotia Power Inc,0.212,,
AltaGas Ltd,0.195,,
Keeyask Cree Nations,0.17375,,
Axium Infrastructure Inc,0.15668,,
Innergex,0.147,,
Ontario Power Generation Inc,13.924,,
New Brunswick Electric Power Commission,0.705,,
Ontario Power Generation Inc,4.813,,
Capital Power Generation Services Inc,3.821,,
TransAlta Corp,2.2325999999999997,,
New Brunswick Power Holding Corp,1.84,,
Saskatchewan Power Corp,1.6415,,
Suncor Energy Inc,1.550328,,
Enmax Corp,1.0845,,
Constellation Energy Corp,1.038,,
Bridgepoint Group PLC,0.9085,,
Energy Capital Partners Management LP,0.9085,,
TC Energy Corp,0.815,,
Emera Inc,0.6806,,
Northland Power Inc,0.64076,,
Invenergy LLC,0.584,,
Imperial Oil Ltd,0.566,,
Newfoundland and Labrador Hydro,0.48990000000000006,,
Province of Quebec,0.478,,
Maxim Power Corp,0.45,,
Capital Power Corp,0.4405,,
Eastern Power Ltd,0.3,,
Axium Infrastructure Inc,0.48553500000000005,,
unknown,0.31260000000000004,,
Bluearth Renewables Inc,0.1896975,,
Connor Clark & Lunn Infrastructure,0.14583333333333334,,
Samsung Renewable Energy Inc,0.14383333333333334,,
TotalEnergies SE,0.14,,
Capital Power Corp,0.116,,
Capstone,0.11232,,
Concord Green Energy,0.10407,,
RWE Renewables,0.0905,,
TC Energy Corp,0.08961,,
Innergex Renewable Energy,0.08872,,
Elemental Energy,0.08667,,
Neoen SA,0.08091,,
Firelight Infrastructure Partners,0.0748,,
TransCanada Energy Ltd,0.07464500000000002,,
General Land and Power Corp,0.070125,,
ATCO Ltd,0.06528999999999999,,
Obton AS,0.06467999999999999,,
Silicon Ranch Corp,0.058,,
TransAlta Corp,1.416,,
Pattern Energy,1.09,,
EDF Renewables,0.96489,,
Enbridge Inc,0.8465,,
Potentia Renewables,0.7606666666666666,,
Innergex Renewable Energy,0.712,,
Boralex Inc,0.69224,,
Axium Infrastructure Inc,0.6872066666666667,,
Capital Power Corp,0.66846,,
NextEra Energy Inc,0.578,,
Capstone Infrastructure Corp,0.5433199999999999,,
Copenhagen Infrastructure Partners P/S,0.494,,
EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,0.376,,
Northland Power Inc,0.363,,
Enel Green Power SpA,0.362,,
Kruger Energy LP,0.315,,
Engie North America Inc,0.297,,
Acciona Energía SAU,0.28,,
Samsung Renewable Energy Inc,0.243,,
Brookfield Renewable Power Fund,0.217,,
Caribbean Utilities Co Ltd,0.15369999999999998,,
unknown,0.004900000000000001,,
Énergie Centrafricaine,0.05,,
Énergie Centrafricaine,0.035775,,
unknown,0.0074800000000000005,,
Societe Nationale d'Electricite du Tchad,0.089,,
Global South Utilites (GSU),0.04675,,
unknown,0.035199999999999995,,
Scatec ASA,0.032725000000000004,,
Arauco Bioenergía SA,0.579,,
Bioenergías Forestales SpA,0.2,,
unknown,0.077,,
KDM Energia SA,0.018,,
Compania Papelera del Pacifico SA,0.014,,
Consorcio Santa Marta SA,0.014,,
Eléctrica Nueva Energía SA,0.0125,,
AES Andes SA,0.0115,,
Masisa SA,0.011,,
AES Andes SA,0.8715,,
Capital Advisors,0.76,,
Quintero Energía SpA,0.544,,
ENGIE Energía Chile SA,0.355,,
Colbun SA,0.35,,
DL Holdings,0.15400000000000003,,
Daelim Co Ltd,0.066,,
Empresa Nacional del Petróleo,0.0405,,
Enel Chile,0.0405,,
Enel Generación Chile SA,3.419,,
Colbún SA,1.624,,
Pacific Hydro,0.347,,
Colbun SA,0.264,,
AES Chile,0.236,,
Stratkraft,0.159,,
Enel Chile SA,0.123,,
Empresa Eléctrica Pehuenche SA,0.09,,
Duqueco,0.085,,
Hydrochile SA,0.06,,
Innergex,0.055,,
Statkraft AS,0.052469999999999996,,
Empresa Eléctrica Pilmaiquén SA,0.041,,
Anpac SpA,0.04,,
ENGIE SA,0.034,,
AES Andes SA,0.031,,
Enel Generación Chile SA,1.956,,
Colbun SA,1.217,,
ENGIE Energía Chile SA,0.639,,
BHP Group Ltd,0.5174,,
I Squared Capital Advisors LLC,0.4322,,
Partners Group AG,0.36525,,
Andes Mining & Energy SA,0.35095,,
Electricité de France SA,0.35095,,
Grupo Agrisol,0.2432,,
Energía Latina SA,0.22030000000000002,,
General Electric Co,0.20325,,
Empresa Nacional del Petróleo,0.077,,
Empresa Eléctrica de Vallenar SA,0.0684,,
CMPC Celulosa SA,0.0480075,,
natural person(s),0.035230000000000004,,
Inversiones René Fernández Weisser EIRL,0.027100000000000003,,
Empresas CMPC SA,0.0038406000000000004,,
Inversiones Adolfo Mejia Céspedes EIRL,0.0032519999999999997,,
small shareholder(s),0.0021680000000000002,,
unknown,3.456083,,
Enel Chile SA,1.5381749999999998,,
ENGIE SA,0.6370840000000001,,
AES Corp,0.599895,,
Sonnedix,0.559936,,
Metlen Energy & Metals SA,0.54065,,
Acciona SA,0.5307000000000001,,
EDF Energies Nouvelles,0.44880000000000003,,
Enel SpA,0.37213,,
Mainstream Renewable Power,0.343175,,
Actis LLP,0.32277,,
CarbonFree Technology,0.2704955,,
Pacific Hydro,0.25490999999999997,,
Grenergy Renovables,0.21663000000000002,,
ContourGlobal Ltd,0.20543,,
Enel Green Power Chile SA,0.19074000000000002,,
WEG Capital,0.16395500000000002,,
Innergex Renewable Energy,0.152,,
AES Pacíﬁco Chile SpA,0.14877,,
Toesca SA,0.141,,
Colbun SA,1.055,,
Enel Green Power SpA,0.8191333333333334,,
Mainstream Renewable Power,0.7465,,
Repsol SA,0.509,,
AES Corp,0.4327,,
WPD AG,0.371,,
Innergex Renewable Energy,0.332,,
Acciona Energía SAU,0.312,,
Grupo Ibereólica Renovables,0.3055,,
ENGIE SA,0.3,,
Enel Green Power Chile SA,0.218,,
EDF Renewables,0.1605,,
Enel Chile SA,0.1056,,
Statkraft AS,0.1025,,
EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,0.09359999999999999,,
Pacific Hydro,0.082,,
Antofagasta Minerals,0.0575,,
Pattern Energy,0.0575,,
Opdenergy SA,0.05,,
unknown,0.048633333333333334,,
unknown,8.82166,,
National Bio Energy Group Ltd,1.062,,
Chongqing Sanfeng Environment Group Corp Ltd,0.9296,,
Kaidi Ecological and Environmental Technology Co Ltd,0.66,,
Dynagreen Environmental Protection Group Co Ltd,0.639,,
natural person(s),0.54684,,
Nine Dragons Global (China) Investment Group Co Ltd,0.54,,
China National Environmental Protection Group,0.537,,
Guangdong Chant Group Inc,0.529,,
Guangzhou Yongxing Environmental Protection Energy Co Ltd,0.524,,
Shanghai Kangheng Environment Co Ltd,0.46775,,
Everbright Green Energy (Anhui) Holdings Co Ltd,0.415,,
China Everbright Environment (Group) Co Ltd,0.39806,,
China Everbright International Co Ltd,0.387,,
Shenzhen Energy Group Co Ltd,0.37521,,
Grandblue Environment Co Ltd,0.3635,,
Guangdong Shaoneng Group Co Ltd,0.336,,
Guangzhou Huantou Yongxing Group Co Ltd,0.318,,
Shenzhen Energy and Environmental Protection Co Ltd,0.3175,,
Liansheng Pulp Paper (Zhangzhou) Co Ltd,0.3,,
Huaneng Power International Inc,76.25254,,
China Energy Investment Corp,59.86594,,
China Shenhua Energy Co Ltd,53.391675000000006,,
China Resources Power Holdings Co Ltd,42.75312,,
GD POWER Development Co Ltd,41.800995,,
China Huadian Corp Ltd,39.166059999999995,,
Datang International Power Generation Co Ltd,38.692260000000005,,
Huadian Power International Co Ltd,38.033265,,
China Datang Corp Ltd,37.85448,,
State Power Investment Corp Ltd,34.30711,,
Zhejiang Zheneng Electric Power Co Ltd,32.47026,,
China Huaneng Group Co Ltd,25.22267,,
Beijing Jingneng Power Co Ltd,20.80211,,
unknown,18.6415506,,
Guangdong Electric Power Development Co Ltd,16.63405,,
An Hui Wenergy Co Ltd,15.948459999999999,,
Shaanxi Coal and Chemical Industry Co Ltd,13.482415000000001,,
Jiangsu Guoxin Corp Ltd,12.337,,
China Power International Development Co Ltd,12.136239999999999,,
Huaihe Energy Holding Group Co Ltd,12.10624,,
Xizang Huadian Geothermal Development Co Ltd,0.0144,,
China Yangzi River Three Gorges Group Co Ltd,39.444300000000005,,
State Grid Xinyuan Co Ltd,30.372,,
unknown,21.9954,,
State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835,,
China Huaneng Group Co Ltd,11.952,,
publicly traded shares,10.226300000000002,,
China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation Co Ltd,10.182,,
State Development Investment Corporation Power Shareholding Co Ltd,9.424,,
Sichuan Chuantou Energy Shareholding Co Ltd,9.01,,
State Energy Investment Dadu River Valley Hydropower Development Co Ltd,8.822,,
Yunnan Province Energy Investment Group Co Ltd,8.375350000000001,,
State Grid Xinyuan Hydropower Co Ltd,6.08,,
Guangxi Guiguan Electric Power Co Ltd,6.01135,,
China Huadian Group Co Ltd,5.88545,,
Hong Kong Central Accounting Co Ltd,5.113150000000001,,
State Grid Corporation of China,5.0,,
Datang International Sichuan Power Generation Co Ltd,4.7,,
Guizhou Wujiang Energy Investment Co Ltd,4.59055,,
Datang Yunnan Power Generation Co Ltd,4.22,,
Huadian Yunnan Power Generation Co Ltd,4.084,,
China National Nuclear Power Co Ltd,23.573,,
CGNPC Nuclear Power Investment Co Ltd,8.886,,
China General Nuclear Power Co Ltd,8.496,,
Guangxi Fangchenggang CGN Nuclear Power Industry Investment Co Ltd,4.532,,
CGN Ninghe Investment Co Ltd,4.356,,
Taishan Nuclear Power Industry Investment Co Ltd,3.5,,
State Power Investment Nuclear Energy Co Ltd,2.5,,
Guandong Nuclear Power Joint Venture Co Ltd,2.01,,
State Nuclear Power Technology Co Ltd,1.534,,
Huaneng Nuclear Power Development Co Ltd,1.3,,
China Huaneng Group Co Ltd,0.211,,
Huaneng Power International Inc,9.45172168,,
Guangdong Electric Power Development Co Ltd,9.03035,,
Huadian Power International Co Ltd,8.1212976,,
Shenzhen Energy Group Co Ltd,7.329775,,
Datang International Power Generation Co Ltd,6.00604,,
China Huadian Corp Ltd,5.788316,,
China National Offshore Oil Corp,5.36097,,
Zhejiang Zheneng Electric Power Co Ltd,4.9440100000000005,,
Beijing Jingneng Clean Energy Co Ltd,4.526800000000001,,
Shanghai Electric Power Co Ltd,4.22833,,
Shenergy Co Ltd,3.6892,,
unknown,3.0040450666666665,,
Chengdu Caihong Environmental Protection Technology Co Ltd,2.74,,
State Power Investment Corp Ltd,2.5646,,
Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd,2.3369,,
China Shenhua Energy Co Ltd,2.036,,
GCL Energy Technology Co Ltd,1.9300460000000002,,
Jiangsu Guoxin Corp Ltd,1.7748400000000002,,
Kunlun Energy Co Ltd,1.7390999999999999,,
Wintime ENERGY Group Co Ltd,1.66,,
unknown,107.58496213,,
Tianjin China Green Power Investment Co Ltd,10.5125,,
China Three Gorges Renewables (Group) Co Ltd,6.694605,,
China Nuclear Huineng Co Ltd,5.43645,,
Huadian New Energy Group Co Ltd,5.34207135,,
China Three Gorges New Energy (Group) Co Ltd,4.738361,,
China Huaneng Group Co Ltd,4.5426385,,
China Power International Development Co Ltd,3.791925,,
Huaneng Power International Inc,3.61653375,,
State Power Investment Corp Ltd,3.5202403333333336,,
China Resources Power New Energy Investment Co Ltd,3.4311,,
Huaneng Renewables Corp Ltd,3.399411,,
CECEP Solar Energy Technology Co Ltd,3.19038,,
Huaneng Lancangjiang New Energy Co Ltd,3.1223739999999998,,
Inner Mongolia Energy Group Co Ltd,3.087,,
Ningxia Longyuan New Energy Co Ltd,3.0,,
Ningxia Power Investment Yongli (Zhongwei) New Energy Co Ltd,3.0,,
China Guangdong Nuclear Solar Energy Development Co Ltd,2.9848649999999997,,
Qinghai Upper Yellow River Hydropower Development Co Ltd,2.9143499999999998,,
China Huadian Corp Ltd,2.7388760000000003,,
unknown,199.841826,,
China Longyuan Power Group Corp Ltd,7.962899999999999,,
China Guangdong Nuclear Wind Energy Ltd,5.7200299999999995,,
Xinjiang Huadian Tianshan Power Generation Co Ltd,4.2,,
Huaneng Renewables Corp Ltd,4.0874,,
China Resources Power New Energy Investment Co Ltd,3.8448146666666667,,
Huadian New Energy Group Co Ltd,3.65935,,
Huaneng New Energy Co Ltd,3.2982,,
Inner Mongolia Energy Group Co Ltd,2.794,,
China Three Gorges Renewables (Group) Co Ltd,2.602,,
Inner Mongolia Huifeng Energy Co Ltd,2.5,,
Yunnan Energy Investment Co Ltd,2.4043,,
Qinghai Yellow River Upstream Hydropower Development CO LTD Gonghe Windpower Branch,2.35,,
China Energy Investment Group,2.239,,
China Guangdong Nuclear (Xing'an Leauge) New Energy LTD Keyouzhong Banner Branch Co,2.0,,
China Three Gorges New Energy (Group) Co Ltd,1.975,,
China Datang Corporation Renewable Power Co Ltd,1.96913,,
China Energy Investment Group New Energy Co Ltd,1.9521700000000002,,
Huadian Fuxin Energy Development Co Ltd.,1.8833,,
Datang International Power Generation Co Ltd,1.8560999999999999,,
unknown,0.052,,
Riopaila Energía SASESP,0.036,,
Bioenergy SA,0.035,,
Ingenio Risaralda SA,0.0345,,
Ingenio Providencia SA,0.034,,
Smurfit Westrock PLC,0.021,,
Manuelita SA,0.019,,
Gecelca SA ESP,0.709,,
Colgener SA,0.335,,
Gensa SA ESP,0.178,,
Luz y Fuerza de San Lorenzo SA de CV,0.165,,
Enel Américas SA,0.129498,,
Grupo Energía Bogotá SA ESP,0.09605,,
Empresas Públicas de Medellín ESP,3.821,,
Enel Generación,2.76752,,
ISAGEN Energía Productiva,2.706,,
AES Colombia,1.0,,
Celsia Colombia SA ESP,0.845,,
Emprea Urrá SA,0.34,,
Grupo Energía Bogotá SA ESP,0.16524,,
Central Hidroeléctrica de Caldas SA ESP,0.135,,
Hidralpor SAS ESP,0.133,,
Epsa SA ESP,0.058,,
Isagen,0.052,,
CELSIA SA,0.051,,
Grupo EPM,0.04,,
Empresas Públicas de Medellín ESP,0.46,,
Moneda Asset Management SpA,0.454104,,
Partners Group AG,0.4255,,
Celsia Colombia SA ESP,0.376,,
Rattan Holding SA,0.3,,
Primerose Inc,0.299768,,
TPL Co-Investment Fund LP,0.299768,,
SCL Energia Activa SA,0.21369600000000002,,
SMN Termocartagena SAS,0.203,,
Haina Energy Holdings II,0.11339999999999999,,
Proeléctrica & CIA SCA ESP,0.1,,
Glenfarne Group LLC,0.093,,
Empresas Municipales de Cali (Emcali) ESP,0.0792,,
Termo Caribe SASESP,0.052,,
Haina Investment Co Ltd,0.036599999999999994,,
Instituto de Financiamiento Promoción y Desarrollo de Caldas,0.00825,,
small shareholder(s),0.0017000000000000001,,
unknown,0.642009,,
Enel Green Power SpA,0.588,,
Enel Colombia SA ESP,0.2,,
ISAGEN Energía Productiva,0.197,,
Atlas Renewable Energy,0.16,,
Ecopetrol SA,0.1256,,
Enerfin Servicios SA,0.102,,
Enel SpA,0.1,,
Solarpack,0.0999,,
Celsia Colombia SA ESP,0.0757565,,
Canadian Solar,0.05,,
Atlántica Colombia SASESP,0.0499,,
Empresa De Energia Del Pacifico SA,0.039799999999999995,,
Grupo Ecoener SA,0.035,,
Green Yellow Energia De Colombia SAS,0.0198,,
MPC Energy Solutions,0.01945,,
Grupo Familia,0.019100000000000002,,
Akuo Energy SAS,0.009949999999999999,,
Negratín,0.009800000000000001,,
Parque Eólico Vientos Galerazamba SAS,0.06,,
ISAGEN Energía Productiva,0.032,,
unknown,0.0099,,
Grupo Argos SA,0.008,,
unknown,0.0237505,,
unknown,0.0010285000000000001,,
Ingenio Taboga SA,0.0325,,
Azucarera El Viejo SA,0.017,,
Costa Rican Electricity Institute (ICE),0.2,,
unknown,0.029,,
Instituto Costarricense de Electricidad,0.005,,
Instituto Costarricense de Electricidad,1.363,,
Costa Rican Electricity Institute (ICE),0.223,,
Compañía Nacional de Fuerza y Luz SA,0.065,,
Enel Green Power SpA,0.05,,
Global Power Generation,0.05,,
Grupo ICE,0.049,,
Instituto Costarricense de Electricidad,0.4007,,
Cube Mobile Power Holdco Ltd,0.1095,,
General De Equipos de Colombia SA,0.0365,,
unknown,0.0218,,
Corporación Multi Inversiones (CMI),0.153,,
Acciona Energía SAU,0.05,,
Grupo Argos SA,0.05,,
Inversiones Eólicas de Costa Rica SA,0.0344,,
Coopeguanacaste RL,0.03,,
MPC Capital,0.021,,
Hunt Energy Horizons LLC,0.02,,
Grupo ICE,0.0132,,
Coopesantos RL,0.013,,
Aerogeneración de Centroamérica SA,0.012,,
Grupo Ecoenergia,0.012,,
Molinos de Viento del Arenal SA,0.012,,
unknown,0.0068,,
Constructora MECO,0.005,,
Grupo Marshall,0.005,,
Juwi GmbH,0.005,,
Hrvatska elektroprivreda dd,0.217,,
unknown,0.018600000000000002,,
Geoeon doo,0.0175,,
HEP Generation Ltd,1.569,,
HEP-Proizvodnja doo,0.143,,
Hrvatska elektroprivreda dd,0.079,,
unknown,0.042,,
Hrvatska elektroprivreda dd,1.3858,,
Yildirim Holding AŞ,0.019075,,
unknown,0.015925,,
unknown,0.2716,,
Norinco International Cooperation Ltd,0.156,,
Lager Group,0.13,,
WPD AG,0.092,,
Professio Energia dd,0.078,,
Acciona Energía SAU,0.06,,
Dalekovod dd,0.06,,
Hrvatska elektroprivreda dd,0.058,,
ENCRO doo,0.0555,,
Taaleri Energia,0.0555,,
Enlight Renewable Energy,0.049,,
Postak doo,0.044,,
Achema Group,0.042,,
Wallenborn Bora GmbH,0.042,,
Petrol Group,0.0405,,
Crescent Capital Group LP,0.021,,
EnerCap Capital Partners,0.021,,
EKO,0.018,,
Končar Group,0.015,,
unknown,0.014,,
KI-KELAG International GmbH,0.012,,
Biopower SA,0.06,,
Unión Eléctrica de Cuba,0.854838,,
Cuba Petróleo SA,0.16183799999999995,,
Sherritt International Corp,0.16183799999999995,,
Karadeniz Holding AŞ,0.063,,
unknown,0.7026995,,
Hive Energy,0.053853,,
Unión Eléctrica de Cuba,0.040953,,
Thai Binh Green Power Investment Corp,0.021505000000000003,,
Empresa Constructora de Obras de Arquitectura,0.0096,,
Union Electrica de Cuba,0.0016,,
Aspiravi NV,0.0385,,
NuCapital Inc,0.031,,
Electricity Authority of Cyprus,1.48,,
Kıbrıs Türk Elektrik Kurumu - Kıb-Tek,0.26,,
Aksa Enerji Uretim AŞ,0.113,,
unknown,0.3959,,
Ancala Partners LLP,0.082,,
Ketonis Developments Ltd,0.032,,
Iberdrola SA,0.02,,
Aeolian Dynamics Ltd,0.011,,
Moglia Trading Ltd,0.011,,
CEZ AS,0.03,,
SAKO Brno AS,0.022699999999999998,,
Plzeňská Teplárenská AS,0.0075,,
CEZ AS,2.887,,
Sev.en Energy AG,2.2556,,
Energetický a průmyslový holding AS,0.459834,,
Veolia Environnement SA,0.282,,
City of Pilsen,0.2028,,
Carbounion Holding AS,0.138,,
natural person(s),0.138,,
Mondi PLC,0.094,,
Volkswagen AG,0.07,,
Natland Energo Holding AS,0.038,,
Minerfin AS,0.032,,
ČEZ Group,1.774,,
CEZ AS,0.045,,
CEZ AS,4.164,,
CEZ AS,0.897,,
SUAS Group AS,0.4,,
Teplárny Brno AS,0.179,,
Creditas BV,0.108,,
Synthos Group SA,0.101,,
Carpaterra Capital Partners sro,0.06,,
Sev.en Energy AG,0.051,,
Lama Energy Group,0.023,,
unknown,2.6708000000000003,,
CEZ AS,0.07872,,
DECCI,0.030449999999999998,,
Jufa Investment Group,0.01914,,
unknown,0.05,,
ecoenerg Windkraft GmbH & Co KG,0.042,,
Micronix Group,0.027,,
Větrná energie HL SRO (VEHL),0.018,,
WSB Neue Energien Holding GmbH,0.014,,
ERANOVE,0.50544,,
unknown,0.24336000000000002,,
Government of Côte d'Ivoire,0.1404,,
Compagnie Ivoirienne d'Electricité (CIE),0.046799999999999994,,
Ivorian Electricity Company,0.03,,
Emerging Capital Partners,0.368106,,
unknown,0.26962200000000003,,
Cube Mobile Power Holdco Ltd,0.2,,
Norwegian Investment Fund for developing countries,0.16470300000000002,,
AXA SA,0.118272,,
Aga Khan Fund for Economic Development,0.06702200000000001,,
Industrial Promotion Services (West Africa) SA,0.024242,,
International Finance Corp,0.024242,,
small shareholder(s),0.019964,,
Kreditanstalt für Wiederaufbau,0.014973,,
Banque Internationale pour le Commerce et l’Industrie de la Côte d’Ivoire,0.012834000000000002,,
CI-Energies,0.01653,,
Kreditanstalt für Wiederaufbau,0.01653,,
Societe Nationale d'Electricite (SNEL),2.476,,
China Railway Resources Group,0.12,,
Power Construction Corporation of China Ltd,0.12,,
Ministere De L'energie,0.064,,
Société nationale d'électricité,0.042,,
AVZ Minerals Ltd,0.04,,
Société Internationale d’Electricité des Pays des Grands Lacs,0.036,,
unknown,0.016399999999999998,,
