Country,Parent,Capacity (GW),Type
Kerala State Electricity Board LTD (KSEB),1.965,,
Greenko Energies Pvt Ltd,1.68,,
JSW Energy Ltd,1.585,,
North Eastern Electric Power Corporation LTD (NEEPCO),1.55,,
Jammu and Kashmir State Power Development CORP LTD (JKSPDCL),1.538,,
Narmada Hydroelectric Development CORP (NHDC),1.52,,
Sardar Sarovar Narmada Nigam LTD (SSNNL),1.45,,
Uttarakhand Jal Vidyut Nigam Ltd,1.372,,
Teesta Urja Ltd,1.2,,
National Hydroelectric Power CORP (NHPC),1.169,,
Punjab State Power Corporation Ltd,1.143,,
Nuclear Power Corporation Of India Ltd,8.24,,
NTPC Ltd,6.236020000000001,,
Torrent Power Ltd,2.732,,
Indraprastha Power Generation Co Ltd,2.1004,,
LANCO Infratech Ltd,1.596,,
Gujarat State Petroleum Corporation Ltd,1.131624,,
Gujarat Urja Vikas Nigam Ltd,0.968,,
MSEB Holding Co Ltd,0.9376800000000001,,
GVK Industries Ltd,0.919,,
GMR Group,0.768,,
Indian Oil Corporation Ltd,0.7143999999999999,,
Reliance Infrastructure Ltd,0.705,,
Oil and Natural Gas Corporation Ltd,0.600615,,
Rajasthan Rajya Vidyut Utpadan Nigam Ltd,0.6005,,
Sravanthi Group,0.45,,
Konaseema Gas Power Ltd,0.445,,
TNEB Ltd,0.395,,
Synergy Investments Holding Ltd,0.388,,
Karnataka Power Corp Ltd,0.37,,
unknown,0.33647000000000005,,
CLP Holdings Ltd,0.3275,,
unknown,24.792944,,
Adani Group,8.309,,
ReNew Power,5.586375,,
NTPC Ltd,3.6225549999999997,,
Azure Power,2.978685,,
Avaada Energy,2.6337400000000004,,
Adani Green Energy,2.5291750000000004,,
Tata Power Renewable Energy Ltd,2.440301,,
Adani Renewable Energy Holding Four Ltd,1.87,,
Greenko Energy Holdings,1.75472,,
Juniper Green Energy,1.526075,,
Ayana Renewable Power,1.364875,,
ACME Group,1.20812,,
Renew Power Group Pty Ltd,1.131,,
O2 Power,1.0862,,
Satluj Jal Vidyut Nigam LTD (SJVN),0.95897,,
NLC India Ltd,0.937,,
SJVN Green Energy Ltd,0.935,,
Saurya Urja Company of Rajasthan Ltd,0.935,,
Sprng Energy,0.8809300000000001,,
ReNew Power,3.9055,,
Greenko Energy Holdings,2.95,,
Adani Green Energy,2.7232,,
Suzlon Energy Ltd,1.5975,,
Green Infra Wind Energy Limited,1.5172,,
Continuum Green Energy,1.41048,,
Mytrah Energy India Pvt Ltd,1.393,,
JSW Energy Ltd,1.26,,
Tata Power Company Ltd,1.083,,
Apraava Energy Pvt Ltd,1.0805,,
NSL Power,0.846,,
Torrent Power Ltd,0.763,,
Leap Green Group,0.745,,
Vena Energy,0.717,,
Alfanar Group,0.6,,
Parakh Agro Industries,0.528,,
Hero Group,0.512,,
Sprng Energy,0.498,,
Caisse de dépôt et placement du Québec,0.4955,,
Ayana Renewable Power,0.44,,
unknown,2.18,,
PT Riau Prima Energy,0.535,,
PT OKI Pulp & Paper Mills,0.22,,
PT Growth Asia,0.03,,
Kencana Agri Ltd,0.006,,
PT PLN (Persero),19.34584,,
Sumitomo Corp,3.64,,
Eternal Tsingshan Group Ltd,2.0,,
Jiangsu Delong Nickel Industry Co Ltd,1.9290999999999998,,
China Shenhua Energy Co Ltd,1.6207333333333331,,
unknown,1.3469455555555556,,
Harita Group,1.16893,,
PT Sumberenergy Sakti Prima,1.1525999999999998,,
PT Alamtri Resources Indonesia Tbk,1.067,,
PT Barito Pacific Tbk,0.98,,
China Huadian Corp Ltd,0.9390000000000002,,
Xiamen Xiangyu Group Co Ltd,0.9384,,
RATCH Group PCL,0.9304749999999999,,
PT Indah Kiat Pulp & Paper Tbk,0.93,,
Dingxin Group,0.9075000000000001,,
Marubeni Corp,0.7457999999999999,,
PT Bintang Delapan Group,0.7425,,
PT Bukit Asam Tbk,0.72556,,
Siemens AG,0.66,,
Zhejiang Huayou Holding Group Co Ltd,0.6587777777777778,,
Pertamina Geothermal Energy,0.725,,
Star Energy Geothermal,0.5384,,
Sarulla Operations Ltd,0.33,,
KS Orka Renewables Pte Ltd,0.223,,
PT Geo Dipa Energi (GDE),0.12,,
AC Energy and Infrastructure Corp,0.064125,,
ENGIE SA,0.04897,,
PT Supreme Energy,0.04825,,
INPEX Corp,0.028050000000000002,,
unknown,0.026,,
Marubeni Corp,0.02457,,
PT Medco Power Indonesia,0.01734,,
Ormat Technology Inc,0.01666,,
Sumitomo Corp,0.0153,,
Tohoku Electric Power Co Inc,0.0091,,
PT PLN (Persero),1.553,,
PT PLN Nusantara Power PT,1.2318,,
PT PLN Indonesia Power,0.9055,,
PT INALUM (Persero),0.603,,
PT Poso Energy,0.395,,
PT Vale Indonesia Tbk,0.305,,
unknown,0.2844,,
PT. Hadji Kalla,0.12,,
PT International Nickel Indonesia Tbk,0.09,,
Korea Midland Power Co Ltd,0.0285,,
Posco E&C,0.0285,,
Kansai Electric Power Co,0.0235,,
International Finance Corp,0.009,,
PT PLN (Persero),18.5435,,
PT Pertamina (Persero),0.928,,
PT Cikarang Listrindo Tbk,0.864,,
Marubeni Corp,0.704,,
PT Krakatau Steel (Persero) Tbk,0.64,,
Karadeniz Holding AŞ,0.595,,
PT AKR Corporindo Tbk,0.5,,
Sojitz Corp,0.352,,
Energy World Corp Ltd,0.29925,,
PT Berkat Bima Sentana,0.16,,
PT Asrigita Prasarana,0.15,,
RATCH Group PCL,0.14513800000000002,,
PT Kawasan Industri Jababeka Tbk,0.13,,
PT Kartanegara Energi Perkasa,0.117,,
Gallant Venture Ltd,0.114,,
VPower Group International Holdings Ltd,0.1128,,
Sintesa Group,0.11,,
PT Elektrindo Perkasa Utama,0.1,,
PT Medco Energi Internasional Tbk,0.093818,,
PT Wachyuni Mandira,0.087,,
unknown,0.64412,,
Masdar Clean Energy,0.08352,,
PT PLN Nusantara Power,0.08352,,
PT Nusantara Sembcorp Solar Energi (NSSE),0.04675,,
PT Medco Power Indonesia,0.010875,,
Solar Philippines,0.010875,,
Barito Renewables,0.075,,
Vena Energy,0.072,,
unknown,0.01,,
Thermal Power Plants Holding Co,0.005,,
Iran Water and Power Resources Development Co,11.014,,
Iran Water & Power Resources Development Co,0.447,,
Tehran Water,0.161,,
Khuzestan Water & Power Authority,0.15,,
Government of Iran,0.1,,
Tehran Regional Water Authority,0.09,,
Regional Water Company of Gilan,0.087,,
Fars Regional Water Company,0.07,,
Water Regional Company of Esfahan,0.055,,
unknown,0.032,,
Nuclear Power Production And Development CO Of Iran,1.0,,
Thermal Power Plants Holding Co,12.529,,
"Iranian Electricity Production, Transmission and Distribution Management JSC",10.0194,,
Saba Power & Water Industries Investment Co,4.1907828,,
The Martyrs and Veterans Affairs Foundation,2.868,,
Arian MahTaab Gostar Co,2.7846797999999997,,
National Iranian Oil Co,2.6948000000000003,,
Ghadir Investment Company PJSC,2.2168,,
Provincial Investment Co,1.9312986,,
Iran Power Development Co,1.908,,
Iran Power Plant Investment Co,1.857327,,
Saba Power and Energy Group,1.73616,,
Kharazmi Investment Co,1.6575,,
Iranian Mines & Mining Industries Development & Renovation Organization,1.616,,
Persian Steel Co,1.6,,
MAPNA Employees Investment Co,1.597176,,
Sabalan Bargh Omid Co,1.435,,
Shazand Power Generation Co,1.3,,
Tejarat Bank,1.231,,
Pasargad Bank PLC,1.2144768,,
Pasargad Financial Group,1.1386500000000002,,
unknown,0.6888,,
Renewable Energy and Energy Efficiency Organization,0.0935,,
Durion AG,0.0174,,
Arian MahTaab Gostar Co,0.185,,
Iran Power Plant Projects Management Co,0.148,,
Manjil Green Power Generation company,0.131,,
Iran Power Plant Investment Co,0.028,,
Fanavaran Energy Pak Co,0.01,,
unknown,0.1,,
Ministry of Electricity (Iraq),1.796,,
Government of Iraq,0.512,,
Iraq Ministry of Water Resources,0.24,,
Ministry of Electricity (Kurdistan),0.038,,
Ministry of Electricity (Iraq),28.936,,
Mass Group Holding Ltd,8.8,,
Shamara Holding Group,2.67,,
Ministry of Oil (Iraq),1.4118,,
Raban Al Safina Group,0.987,,
KAR Power,0.93,,
Ministry of Electricity (Kurdistan),0.799,,
Qaiwan Group,0.75,,
Eni SpA,0.74,,
Taurus Power Generation,0.514,,
Missan Oil Co,0.15,,
Ministry of Industry and Minerals (Iraq),0.1,,
Royal Can Making Company Ltd,0.0528,,
Government of Iraq,0.05,,
Masdar Clean Energy,0.6545,,
Al Bilal Group,0.032625,,
Orascom Construction Industries SAE,0.032625,,
unknown,0.013,,
Encyclis Ltd,0.068,,
Bord na Móna PLC,0.0384,,
Indaver NV,0.017,,
Electricity Supply Board,0.33,,
unknown,0.085,,
ESB Group,0.045,,
Government of Ireland,2.5007205000000003,,
I Squared Capital Advisors LLC,0.796,,
SSE PLC,0.668,,
Centrica PLC,0.445,,
Electricity Supply Board,0.39244500000000004,,
unknown,0.3397345,,
Energetický a průmyslový holding AS,0.32320000000000004,,
Javah Energy Holdings Ltd,0.275,,
Microsoft Corp,0.1973,,
Bord na Móna PLC,0.1064,,
Mountside Partners Ltd,0.08080000000000001,,
small shareholder(s),0.062266666666666665,,
Starwood Capital Operations LLC,0.06,,
En+ Group PJSC,0.056666666666666664,,
Sual Partners Ltd,0.056666666666666664,,
Octopus Renewables Infrastructure Trust PLC,0.20951499999999998,,
unknown,0.16310899999999998,,
Power Capital Renewable Energy,0.12248500000000001,,
Highfield Energy,0.095,,
Bord na Móna PLC,0.046979999999999994,,
Electricity Supply Board,0.046979999999999994,,
Greencoat Renewables,0.0350175,,
Schroders Greencoat Holdings Ltd,0.0350175,,
BNRG Renewables,0.02523,,
Neoen SA,0.02523,,
Statkraft AS,0.02088,,
EDF Renewables,0.015895000000000003,,
SSE Renewables,0.589,,
Greencoat Renewables,0.4443333333333333,,
GLIL Infrastructure,0.429,,
Bord na Móna PLC,0.41433333333333333,,
ESB Group,0.393,,
Ørsted A/S,0.2748,,
Enerco Energy,0.219,,
Energia Renewables,0.125,,
Coillte,0.10283333333333333,,
Gaelectric Developments Ltd,0.102,,
Amazon,0.091,,
HitecVision,0.091,,
unknown,0.0892,,
NTR PLC,0.075,,
GE Power,0.062,,
Brookfield Renewable Partners LP,0.06,,
Commerz Real AG,0.0576,,
Renewables Infrastructure Group LTD (TRIG),0.055,,
Union Investment,0.052,,
BlackRock Inc,0.051,,
Manx Electricity Authority (MEA),0.1739,,
Government of Israel,4.316350000000001,,
unknown,0.00865,,
Electra Group,0.3,,
CK Hutchison Holdings Ltd,0.172,,
Noy fund,0.172,,
Government of Israel,4.954072,,
OPC Energy Ltd,1.016,,
Shikun & Binui Energy Ltd,0.9295,,
Edeltech Ltd,0.9185,,
Meshek Energy - Renewable Energies Ltd,0.87075,,
Hiram-Epsilon Ltd,0.64575,,
Daniel Caesarea Holdings,0.60075,,
Orot Energy Holdings LP,0.46575,,
Europe Asia Pipeline Co,0.3225,,
ICL Group Ltd,0.23,,
Phoenix Financial Ltd,0.215,,
China Harbor Engineering Co,0.197469,,
Generation Rapac Holdings MRC General Partnership,0.197469,,
Mivtach Shamir Holdings Ltd,0.197469,,
East Hagit Power Plant General Partner Ltd,0.165,,
Ellomay Luzon Energy Infrastructures Ltd,0.16168000000000002,,
U. Dori Energy,0.16168000000000002,,
Rapac Communication and Infrastructure Ltd,0.146,,
natural person(s),0.126,,
Clal Industries Ltd,0.12,,
unknown,1.58395,,
EDF Renewables,0.234465,,
Enlight Renewable Energy,0.21439100000000003,,
Shikun & Binui Energy Ltd,0.19650499999999999,,
Noy fund,0.1045,,
Teralight Ltd,0.09554,,
Migdal Group,0.063945,,
Energix Renewable Energies Ltd,0.03306,,
BrightSource Energy Inc,0.03025,,
General Electric Co,0.03025,,
Clal Sun Ltd,0.015224999999999999,,
TSK,0.011,,
Enlight Renewable Energy,0.21378,,
unknown,0.09522,,
Afcon Holdings Group,0.022,,
A2A SpA,0.2767,,
Fri-El Green Power SpA,0.068,,
Iren Group,0.065,,
Unigrà SRL,0.051,,
Biomasse Italia SpA,0.046,,
Consorzio Laziale Rifiuti,0.046,,
Fondi Italiani per le Infrastrutture SGR SpA,0.041,,
Herambiente SpA,0.040600000000000004,,
BioPower Sardegna SRL,0.037,,
PowerCrop Russi SRL,0.03,,
EP New Energy Italia SRL,0.027,,
PowerCrop Macchiareddu SRL,0.0228,,
Società Italiana Centrali ElettroTermiche SRL,0.02088,,
BiOlevano SRL,0.02,,
PRIMA SRL,0.019,,
Energetický a průmyslový holding AS,0.64,,
Enel SpA,0.59,,
Enel Green Power,0.4,,
unknown,0.325,,
Enel SpA,0.057,,
Enel Green Power SpA,0.052,,
Enel SpA,9.341,,
A2A SpA,2.313,,
Dolomiti Energia,1.177,,
Enel Green Power SpA,1.083,,
Alperia SpA,0.998,,
Edison SpA,0.895,,
CVA SpA,0.536,,
Iren Energia SpA,0.427,,
SF Energy,0.18,,
Eisackwerk,0.09,,
ERG Power Generation SpA,0.086,,
ACEA SpA,0.083,,
Iren SpA,0.078,,
AGSM Group,0.043,,
ACSM,0.039,,
BKW Italia SpA,0.035,,
Enel SpA,7.498,,
A2A SpA,6.804,,
Edison SpA,6.468,,
Eni SpA,4.692215,,
Energetický a průmyslový holding AS,4.34435,,
Iren SpA,2.523,,
ENGIE SA,2.365,,
Energia Italiana SpA,1.17,,
Metaenergia SpA,1.1618,,
Acciaierie d'italia SpA,1.044,,
Axpo Holding AG,0.71877,,
Zaffiro SpA,0.6624000000000001,,
Regatta Investments SpA,0.570605,,
ISAB Energy SRL,0.512,,
Elektrizitätswerke des Kantons Zürich,0.48399200000000003,,
Achernar Assets AG,0.48,,
Cassa Depositi e Prestiti SpA,0.372112,,
Tecnoparco Valbasento SpA,0.324,,
Intesa Sanpaolo SpA,0.288,,
BKW AG,0.26365,,
unknown,3.365004,,
Cero Generation,0.10721000000000001,,
Tozzi Sud SpA,0.10375,,
Enel Green Power SpA,0.097875,,
Iren Energia SpA,0.08961,,
BNZ,0.087,,
EDP Renewables,0.082,,
Margeruite Fund,0.07482,,
Tages Capital SRG,0.06264,,
ENGIE SA,0.05742,,
SENS-STEAG Solar Energy Solutions,0.05049,,
Canadian Solar,0.04437,,
Perseo SRL,0.04437,,
BNP Clean Energy Partners,0.04176,,
Eni SpA,0.03828,,
Obton AS,0.036465000000000004,,
Capital Dynamics Inc,0.032799,,
First Reserve Corp,0.030449999999999998,,
Vortex Energy (formerly Sun Edison),0.030449999999999998,,
E.ON SE,0.028,,
ERG SpA,1.018,,
Enel Green Power SpA,0.8606,,
E2i Energie Speciali Srl,0.537,,
Fri-El SpA,0.537,,
Alerion Clean Power,0.52,,
RWE Renewables,0.482,,
EDF Renewables,0.455,,
EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,0.434,,
unknown,0.381,,
Renantis UK Ltd,0.292,,
Fortore Energia SpA,0.286,,
Fondi Italiani per le Infrastrutture SGR SpA,0.282,,
PLT Energia SRL,0.2818,,
Alpiq AG,0.278,,
IVPC Group,0.229,,
BayWa R.E. AG,0.2195,,
Inergia SpA,0.21359999999999998,,
Tozzi Sud SpA,0.204,,
Edison SpA,0.181,,
CVA SpA,0.179,,
InterEnergy Holdings,0.24980000000000002,,
Excelerate Energy Inc,0.15,,
Korea Electric Power Corp,0.12560000000000002,,
Marubeni Corp,0.0388,,
Development Bank of Jamaica,0.02388,,
Jamaica Public Service Co Ltd,0.0194,,
PetroCaribe Development Fund,0.0194,,
unknown,0.00011999999999999999,,
Neoen SA,0.023072400000000003,,
WRB Enterprises Inc,0.02,,
MPC Energy Solutions,0.015381600000000002,,
Rekamniar Capital,0.006333600000000001,,
unknown,0.0055,,
Petroleum Corporation of Jamaica (PCJ),0.063,,
InterEnergy Group,0.0363,,
unknown,0.68669,,
Kansai Electric Power Co,0.331,,
Nippon Paper Industries Co Ltd,0.20765,,
Prominet Power Co Ltd,0.126,,
Sigma Power Ariake Co Ltd,0.0942,,
Tokyo 23 Ward Cleaning Affairs Association,0.0927,,
Hyogo Pulp Co Ltd,0.0842,,
Oji Materia Co Ltd,0.08,,
Air Water Onahama Biomass Power Co Ltd,0.075,,
Buzen New Energy Co Ltd,0.075,,
Chofu Bio-Power LLC,0.075,,
ENEOS Biomass Power Muroran GK,0.075,,
Hirohata Biomass Power Generation Co Ltd,0.075,,
Kanda Biomass Energy KK,0.075,,
Kumamoto Forest Generation LLC,0.075,,
Morinomiyako Biomass Energy GK,0.075,,
Ofunato Power Generation Co Ltd,0.075,,
Omaezakikou Biomass Energy GK,0.075,,
Sakaide Biomass Power LLC,0.075,,
Shimonoseki Biomass Energy LLC,0.075,,
Electric Power Development Co Ltd,7.8175,,
Tokyo Electric Power Co,6.60355,,
Chubu Electric Power Co Inc,6.523,,
Tohoku Electric Power Co Inc,5.2250749999999995,,
Kyushu Electric Power Co Inc,3.30765,,
The Chugoku Electric Power Co Inc,3.251,,
Hokuriku Electric Power Co,2.9,,
Kobe Steel Ltd,2.7,,
Nippon Steel Corp,2.12315,,
Hokkaido Electric Power Co Inc,1.9,,
Kansai Electric Power Co,1.8933333333333333,,
Shikoku Electric Power Co Inc,1.45,,
Okinawa Electric Power Co Inc,0.752,,
Tosoh Corp,0.63,,
Tokuyama Corp,0.577,,
Nippon Paper Industries Co Ltd,0.4638,,
Mitsubishi Heavy Industries Ltd,0.4272,,
Daio Paper Corp,0.356,,
UBE Corp,0.3532,,
IDI Infrastructures Inc,0.287,,
Tohoku Electric Power Co Inc,0.195,,
Kyushu Electric Power Co Inc,0.17,,
unknown,0.0734,,
Yuzawa Geothermal Power Generation Corp,0.046,,
Idemitsu Kosan Co Ltd,0.0325,,
Hokkaido Electric Power Co Inc,0.025,,
Electric Power Development Co Ltd,0.015,,
Appi Geothermal Energy Corporation,0.0149,,
Kyuden International Corp,0.0145,,
Kyuden Mirai Energy Co Inc,0.01,,
ORIX Corp,0.0076,,
Machiokoshi Energy Corp Ltd,0.005,,
Tokyo Electric Power Co,0.0033,,
Chubu Electric Power Co Inc,0.002,,
Mori Binary Power LLC,0.002,,
Renova Inc,0.002,,
Tokyo Electric Power Company Holdings INC (TEPCO),8.628,,
J-Power,8.252,,
Kansai Electric Power Co,7.471,,
Chubu Electric Power Co Inc,4.413,,
Kyushu Electric Power Co Inc,3.093,,
The Chugoku Electric Power Co Inc,2.28,,
Tohoku Electric Power Co Inc,1.539,,
Hokkaido Electric Power Co Inc,1.192,,
Hokuriku Electric Power Co,1.084,,
Shikoku Electric Power Group (Yonden Group),0.615,,
Tokyo Electric Power Co,0.565,,
East Japan Railway Co Ltd,0.449,,
Kanagawa Prefectural Government Public Enterprises Agency Electricity Bureau,0.281,,
Shikoku Electric Power Co Inc,0.161,,
Nippon Light Metal Co Ltd,0.092,,
Iwate Prefectural Enterprise Bureau,0.079,,
Niigata Prefecture Enterprise Bureau,0.065,,
Tokushima Prefectural Enterprise Bureau,0.062,,
Gunma Prefectural Enterprise Bureau,0.036,,
Yakushima Electric Co Ltd,0.034,,
Kansai Electric Power Co,6.578,,
Kyushu Electric Power Co Inc,4.14,,
Shikoku Electric Power Co Inc,0.89,,
Tohoku Electric Power Co Inc,0.825,,
The Chugoku Electric Power Co Inc,0.82,,
Chubu Electric Power Co Inc,24.501724999999997,,
Tokyo Electric Power Co,24.501724999999997,,
Kansai Electric Power Co,10.561,,
Tohoku Electric Power Co Inc,6.721,,
Kyushu Electric Power Co Inc,5.4235,,
The Chugoku Electric Power Co Inc,4.888,,
Hokkaido Electric Power Co Inc,2.3674,,
Nippon Steel Corp,2.16783,,
Shikoku Electric Power Co Inc,1.88015,,
Tokyo Gas Co Ltd,1.7872510000000001,,
Hokuriku Electric Power Co,1.6647,,
ENEOS Holdings Inc,1.554174,,
Osaka Gas Co Ltd,1.39105,,
Kobe Steel Ltd,1.2482,,
Okinawa Electric Power Co Inc,1.143,,
East Japan Railway Co Ltd,0.7964,,
Mitsubishi Heavy Industries Ltd,0.748,,
unknown,0.65,,
Japan Petroleum Exploration Co,0.59,,
Idemitsu Kosan Co Ltd,0.581825,,
unknown,26.909432499999998,,
Pacifico Energy Co Ltd,1.1249099999999999,,
Vena Energy,0.463199,,
Sonnedix Japan KK,0.28536,,
ORIX Corp,0.21146099999999998,,
Canadian Solar,0.17834999999999998,,
ITOCHU Corp,0.14267000000000002,,
PurpleSol GK,0.137445,,
Smart Solar,0.09293900000000001,,
Mihozu Fund,0.087,,
Banpu PCL,0.0835,,
SPARX Green Energy & Technology CO LTD (SGET),0.07917,,
Sumitomo Corp,0.07544500000000001,,
Tokyo Gas Co Ltd,0.07537999999999999,,
Saferay,0.069615,,
NTT Facilities,0.069078,,
Gunkul Engineering Public Co Ltd,0.06825500000000001,,
Renova Inc,0.068125,,
Sojitz Corp,0.066385,,
Gunkul International (Mauritius),0.06612,,
Eurus Energy,0.7293999999999999,,
unknown,0.66915,,
Eurus Energy Holdings Corp,0.4982,,
Japan Wind Development CO LTD (JWD),0.456,,
Electric Power Development Co Ltd,0.42164999999999997,,
Cosmo Eco Power Co Ltd,0.30046153846153845,,
Tohoku Electric Power Co Inc,0.22516153846153847,,
JERA Co Inc,0.1737,,
NTT Anode Energy,0.1177,,
Japan Renewable Energy CORP (JRE),0.11316666666666665,,
Kyuden Mirai Energy Co Inc,0.085,,
Green Power Investment Corp,0.0845,,
Daigas Gas and Power Solution Co Ltd,0.066,,
Sumitomo Corp,0.06544444444444444,,
Invenergy Wind LLC,0.06,,
Vena Energy,0.057,,
C-Tech Corp,0.054,,
Kinden Corp,0.05,,
J-Wind Setana,0.0396,,
Kyudenko Corp,0.0395,,
Jersey Electricity,0.0037409999999999995,,
unknown,0.013,,
Government of Jordan,1.301,,
Central Electricity Generating Co,0.75,,
Korea Electric Power Corp,0.64268,,
ACWA Power Co,0.291,,
Mitsui & Co Ltd,0.28,,
AES Corp,0.26639999999999997,,
YTL Power International Bhd,0.2115,,
Guangdong Hengjian Investment Holding Co Ltd,0.16074000000000002,,
Qatar Electricity and Water Company QPSC,0.05600000000000001,,
China Huaneng Group Co Ltd,0.050760000000000007,,
Eesti Energia AS,0.047,,
Arabian Cement Company SJSC,0.04335,,
Ras Laffan Operating Company WLL,0.0376,,
Ministry of Energy and Mineral Resources (Jordan),0.01,,
unknown,0.73052,,
Fotowatio Renewable Ventures (FRV) BV,0.157383,,
Masdar Clean Energy,0.12179999999999999,,
ACWA Power Co,0.1,,
Ministry of Energy and Mineral Resources (Jordan),0.08961,,
Taaleri Energia Funds Management Oy,0.052199999999999996,,
Belectric,0.04002,,
Philadelphia Solar,0.03501,,
AMEA Power,0.035,,
Nebras Power QPSC,0.035,,
Orange Renewable,0.031755000000000005,,
Arabia Trading & Consulting Co,0.028707,,
Scatec ASA,0.02183,,
Kingdom for Energy Investments Co,0.021662999999999998,,
Alcazar Energy,0.021,,
Catalyst Investment Management (CIM),0.020805,,
Lafarge Cement Jordan,0.018699999999999998,,
Diamond Generating Europe,0.017666666666666667,,
Kawar Group,0.017666666666666667,,
AES Corp,0.017333333333333333,,
Alcazar Energy,0.1265,,
Jordan Wind Project Company (JWPC),0.117,,
Mass Energy,0.1,,
KEPCO,0.089,,
Ministry of Energy and Mineral Resources (Jordan),0.08,,
AMEA Power,0.026,,
DL Energy Co Ltd,0.026,,
Korea Southern Power Co Ltd,0.026,,
XENEL Industries Ltd,0.026,,
Hecate Energy,0.0045,,
Samruk-Energo JSC,5.183,,
Eurasian Resources Group SARL,2.765,,
Central Asian Electric Power Corporation JSC,1.166,,
Kazakhmys Holding LLP,1.145,,
Kazakhstan Utility Systems LLP,0.978,,
Qazaqstan Steel Group LLP,0.62,,
Astana-Energy JSC,0.6,,
Samruk-Kazyna SWF JSC,0.5,,
Stepnogorskya TETS LLP,0.13,,
Bassel Group LLS LLP,0.084,,
Genesis Digital Assets Ltd,0.05,,
Ust'-Kamenosorskie Teplovye Seti JSC,0.03,,
Samruk-Energo JSC,2.498,,
Tarazenergo-2005,1.23,,
MAEK LLP,1.085,,
Chevron Corp,0.446,,
Atyrau Power LLC,0.3185,,
Samruk-Kazyna SWF JSC,0.31,,
Eurasian Resources Group SARL,0.295,,
Exxon Mobil Corp,0.262984,,
National Company KazMunayGas JSC,0.218622,,
China National Petroleum Corp,0.16,,
unknown,0.12285,,
Samruk-Energo JSC,0.12,,
Zhaik Holding LLP,0.1,,
Aktobe TPP JSC,0.057,,
LUKOIL PJSC,0.0446,,
Eni SpA,0.039984,,
Shell PLC,0.039984,,
TotalEnergies SE,0.039984,,
Energoinvest LTD LLC,0.03149999999999999,,
PetroChina Co Ltd,0.019754,,
INPEX Corp,0.018088,,
Hevel Group,0.17965,,
Universal Energy Co Ltd,0.1566,,
Risen Energy Co Ltd,0.13831,,
Samruk Kazyna - United Green Energy LLP,0.137,,
Total Eren SA,0.11136,,
unknown,0.0923,,
Solarnet Investment GmbH,0.087,,
Goldbeck Solar,0.06612,,
AEC ASA,0.062200000000000005,,
Arm Wind LLP,0.05,,
Kaz Green Energy,0.05,,
Eni SpA,0.023375,,
National Company KazMunayGas JSC,0.023375,,
Hevel Kazakshtan LLP,0.0187,,
EcoProTech-Astana LLP,0.0174,,
Universal Energy Co Ltd,0.2,,
Eurasian Resources Group SARL,0.155,,
China Power International Ltd,0.1,,
TsATEK Green Energy,0.1,,
Arm Wind LLP,0.096,,
China Power International Holding LTD (CPIH),0.063,,
Samruk-Energo JSC,0.06,,
VetroEnergoTechnologii LLP,0.052,,
EcoWatt AKA LLP,0.05,,
Energo Trust LLP,0.05,,
Sarkylmas Kuat LLP,0.05,,
State Power Investment Group Co Ltd,0.05,,
Visor,0.05,,
Kazwind Energy,0.048,,
Sofievskaya wind farm LLP,0.039,,
Visor International DMCC,0.037,,
Vetro Invest LLP,0.030699999999999998,,
Golden Energy Corp,0.03,,
Hydrochina Corp,0.03,,
KT Rare-Metal Company LLP,0.0215,,
Sarrai Group Ltd,0.0517,,
Kenya Electricity Generating Company PLC,0.6345,,
Ormat Technology Inc,0.147,,
Geothermal Development Company (GDC),0.07,,
Kenya Electricity Generating Company PLC,0.722,,
unknown,0.04,,
Kenya Electricity Generating Company PLC,0.1769,,
A.P. Moller Foundation,0.14,,
Triumph Group Ltd,0.082368,,
Auron Energy Ltd,0.064,,
Mitsui E&S Co Ltd,0.021675,,
Investeringsfonden for Udviklingslande,0.017,,
Dutch Entrepreneurial Development Bank NV,0.00867,,
small shareholder(s),0.0008320000000000001,,
unknown,0.0682,,
Rural Energy Authority of Kenya,0.046979999999999994,,
Globeleq Africa Investments Ltd,0.036,,
Alten Energías Renovables,0.0348,,
Cedate Ltd,0.01805,,
Frontier Investment Management ApS,0.01805,,
Paramount Universal Bank,0.01805,,
Selenkei Investment Ltd,0.01805,,
Mcx Environmental Energy Corp,0.00957,,
Equator Energy,0.00935,,
Africa Energy Development Corp,0.004,,
Kenya Craftskills Energy International Ltd,0.15,,
Anergi Turkana Investments Ltd,0.05166666666666667,,
Blackrock Alternatives,0.05166666666666667,,
Danish Climate Investment Fund (DCIF),0.05166666666666667,,
Finnfund,0.05166666666666667,,
KP&P Africa BV,0.05166666666666667,,
Sandpiper Ltd,0.05166666666666667,,
BTE Renewables,0.05,,
Chania Green Limited (CGEL),0.05,,
Kenya Electricity Generating Company PLC,0.0365,,
Mombasa Cement Ltd,0.036,,
unknown,0.0041375000000000006,,
Korporata Energjetike e Kosovës JSC,1.325,,
unknown,0.035,,
unknown,0.0169,,
Enlight Renewable Energy,0.103,,
Air Energy,0.032,,
Ministry of Electricity and Water and Renewable Energy (Kuwait),18.7035,,
Shamal Az Zour Al Oula Power and Water Company KSC,1.46478,,
ACWA Power Co,0.16722,,
Kuwait Oil Company Ltd,0.019399999999999997,,
Kuwait Institute for Scientific Research,0.01,,
unknown,0.0019,,
