Country,Type,Age Category,Capacity (GW),Capacity %
Argentina,Nuclear,0-9 years,0.0,0.0
Argentina,Nuclear,10-19 years,0.745,1.726451891292354
Argentina,Nuclear,20-29 years,0.0,0.0
Argentina,Nuclear,30-39 years,0.0,0.0
Argentina,Nuclear,40-49 years,0.656,1.5202046183728648
Argentina,Nuclear,50+ years,0.362,0.8388934022118554
Argentina,Bioenergy,0-9 years,0.108,0.2502775896101668
Argentina,Bioenergy,10-19 years,0.122,0.2827209808559291
Argentina,Bioenergy,20-29 years,0.0,0.0
Argentina,Bioenergy,30-39 years,0.0,0.0
Argentina,Bioenergy,40-49 years,0.0,0.0
